Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
1,120.528,8296.85,1,1
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
2,0.999321,2013.39,1,1
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
3,0.499803,2315.33,1,1
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
4,0.333158,2919.35,1,1
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
5,0.249912,2142.51,1,1
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
1,126.16,7926.45,1,2
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
2,0.999076,3090.75,1,2
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
3,0.499669,2811.59,1,2
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
4,0.333185,2480.37,1,2
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
5,0.249921,2813.86,1,2
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
1,346.493,2886.06,1,3
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
2,0.998714,3598.37,1,3
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
3,0.499754,2752.84,1,3
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
4,0.333198,2795.97,1,3
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
5,0.249928,1908.85,1,3
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
1,103.122,9697.26,1,4
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
2,0.999702,3182.69,1,4
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
3,0.499625,2685.5,1,4
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
4,0.333224,2446.95,1,4
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
5,0.249899,2104.42,1,4
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
1,124.644,8022.85,1,5
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
2,0.998698,2018.46,1,5
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
3,0.499572,2879.83,1,5
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
4,0.333194,2302.11,1,5
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
5,0.249923,2048.97,1,5
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
1,127.928,7816.87,2,1
