Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
2,0.998505,4946.94,2,1
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
3,0.499663,2868.26,2,1
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
4,0.333211,2702.25,2,1
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
5,0.249914,2995.15,2,1
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
1,171.63,5826.48,2,2
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
2,0.998996,4755.77,2,2
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
3,0.499611,2902.28,2,2
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
4,0.333208,3028.38,2,2
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
5,0.249917,2703.46,2,2
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
1,102.606,9746.06,2,3
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
2,0.998913,3037.07,2,3
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
3,0.499759,2450.64,2,3
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
4,0.33321,1804.84,2,3
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
5,0.249933,1912.29,2,3
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
1,124.731,8017.25,2,4
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
2,0.998949,2914.67,2,4
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
3,0.499768,3269.75,2,4
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
4,0.333227,1792.38,2,4
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
5,0.249928,2595.67,2,4
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
1,146.997,6802.85,2,5
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
2,0.998957,3768.47,2,5
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
3,0.499741,2077.48,2,5
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
4,0.249923,3.33334e+09,2,5
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
5,0.199953,2.5e+09,2,5
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
1,783.202,1276.81,3,1
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
2,0.999281,2888.38,3,1
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
3,0.499773,2546.47,3,1
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
4,0.333206,2987.21,3,1
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
5,0.24992,3146.6,3,1
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
1,173.418,5766.41,3,2
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
2,0.999214,5359.19,3,2
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
3,0.499834,2433.5,3,2
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
4,0.333242,1424.9,3,2
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
5,0.249933,2232.63,3,2
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
1,114.338,8746.01,3,3
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
2,0.99972,1997.88,3,3
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
3,0.49978,2933.59,3,3
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
4,0.333256,2411.74,3,3
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
5,0.249928,2511.18,3,3
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
1,239.394,4177.21,3,4
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
2,0.999572,3187.68,3,4
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
3,0.499759,2348.27,3,4
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
4,0.33324,2598.15,3,4
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
5,0.249888,2062.53,3,4
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
1,109.856,9102.81,3,5
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
2,0.999224,3300.08,3,5
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
3,0.499799,1096.38,3,5
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
4,0.333216,2591.26,3,5
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
5,0.249949,2051.79,3,5
