Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
1,3303.28,3547.61,3,3
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
2,11.7085,2616.79,3,3
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
3,5.85443,2367.28,3,3
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
4,3.90435,2755.72,3,3
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
5,2.92827,2941.18,3,3
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
1,1186.97,9872.81,3,4
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
2,11.7116,5225.39,3,4
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
3,5.85564,2119.01,3,4
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
4,3.90437,2658.46,3,4
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
5,2.92852,2662.26,3,4
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
1,1332.64,8793.61,3,5
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
2,11.7068,1482.42,3,5
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
3,5.85655,2213.69,3,5
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
4,3.90454,2404.34,3,5
Number_of_nodes,Average_throughput_udp,Average_delay,Mobility_model,data_rate
5,2.92852,2398.05,3,5
